,PROPERTY CITY,Month,INTEREST RATE,Category,ON,spread between libor ON,Corr with libor ON,1W,spread between libor 1W,Corr with libor 1W,1M,spread between libor 1M,Corr with libor 1M,2M,spread between libor 2M,Corr with libor 2M,3M,spread between libor 3M,Corr with libor 3M,6M,spread between libor 6M,Corr with libor 6M,12M,spread between libor 12M,Corr with libor 12M,1 Mo,spread between 1 Mo treasury,Corr with 1 Mo treasury,6 Mo,spread between 6 Mo treasury,Corr with 6 Mo treasury,1 Yr,spread between 1 Yr treasury,Corr with 1 Yr treasury,5 Yr,spread between 5 Yr treasury,Corr with 5 Yr treasury,10 Yr,spread between 10 Yr treasury,Corr with 10 Yr treasury,20 Yr,spread between 20 Yr treasury,Corr with 20 Yr treasury,30 Yr,spread between 30 Yr treasury,Corr with 30 Yr treasury,auto_vol(2),Corr with auto_vol(2),student_vol(2),Corr with student_vol(2),credit_tightness(-3),Corr with credit_tightness(-3),mortgage 30-89(1),Corr with mortgage 30-89(1),mortgage 90(-1),Corr with mortgage 90(-1)
20,SALEM,2011-09,3.9,Improvements_Additions for Apartments_Coops,0.14525181818181823,3.7547481818181816,0.05958662783351882,0.1884,3.7116,0.05905122032868824,0.23085045454545455,3.6691495454545455,0.05939369175108205,0.2845913636363636,3.6154086363636364,0.05412018919704202,0.3502268181818181,3.549773181818182,0.04103644513311861,0.5222018181818182,3.3777981818181817,0.031919102852467754,0.8332045454545454,3.0667954545454545,0.08100765274789541,0.005714285714285713,3.894285714285714,0.07267233236866538,0.04333333333333335,3.8566666666666665,0.0882950524027523,0.10476190476190479,3.795238095238095,0.12201849779144722,0.9004761904761904,2.9995238095238097,0.6552894900837483,1.9752380952380955,1.9247619047619045,0.8185374824986037,2.8271428571428574,1.0728571428571425,0.721260067499423,3.182380952380953,0.7176190476190469,0.6676106477272844,34825519831.2788,-0.5293944514892573,11784187253.6333,0.7300229069503474,90.24550000965358,0.5905999374336017,2.1,0.26712306021435644,3.4,0.29187999122436364
21,SALEM,2011-09,3.9,Improvements_Additions for Apartments_Coops,0.14525181818181823,3.7547481818181816,0.05958662783351882,0.1884,3.7116,0.05905122032868824,0.23085045454545455,3.6691495454545455,0.05939369175108205,0.2845913636363636,3.6154086363636364,0.05412018919704202,0.3502268181818181,3.549773181818182,0.04103644513311861,0.5222018181818182,3.3777981818181817,0.031919102852467754,0.8332045454545454,3.0667954545454545,0.08100765274789541,0.005714285714285713,3.894285714285714,0.07267233236866538,0.04333333333333335,3.8566666666666665,0.0882950524027523,0.10476190476190479,3.795238095238095,0.12201849779144722,0.9004761904761904,2.9995238095238097,0.6552894900837483,1.9752380952380955,1.9247619047619045,0.8185374824986037,2.8271428571428574,1.0728571428571425,0.721260067499423,3.182380952380953,0.7176190476190469,0.6676106477272844,34825519831.2788,-0.5293944514892573,11784187253.6333,0.7300229069503474,90.24550000965358,0.5905999374336017,2.1,0.26712306021435644,3.5,0.29187999122436364
22,SALEM,2011-09,3.9,Improvements_Additions for Apartments_Coops,0.14525181818181823,3.7547481818181816,0.05958662783351882,0.1884,3.7116,0.05905122032868824,0.23085045454545455,3.6691495454545455,0.05939369175108205,0.2845913636363636,3.6154086363636364,0.05412018919704202,0.3502268181818181,3.549773181818182,0.04103644513311861,0.5222018181818182,3.3777981818181817,0.031919102852467754,0.8332045454545454,3.0667954545454545,0.08100765274789541,0.005714285714285713,3.894285714285714,0.07267233236866538,0.04333333333333335,3.8566666666666665,0.0882950524027523,0.10476190476190479,3.795238095238095,0.12201849779144722,0.9004761904761904,2.9995238095238097,0.6552894900837483,1.9752380952380955,1.9247619047619045,0.8185374824986037,2.8271428571428574,1.0728571428571425,0.721260067499423,3.182380952380953,0.7176190476190469,0.6676106477272844,34825519831.2788,-0.5293944514892573,11784187253.6333,0.7300229069503474,90.24550000965358,0.5905999374336017,2.1,0.26712306021435644,2.8,0.29187999122436364
23,SALEM,2011-09,3.9,Improvements_Additions for Apartments_Coops,0.14525181818181823,3.7547481818181816,0.05958662783351882,0.1884,3.7116,0.05905122032868824,0.23085045454545455,3.6691495454545455,0.05939369175108205,0.2845913636363636,3.6154086363636364,0.05412018919704202,0.3502268181818181,3.549773181818182,0.04103644513311861,0.5222018181818182,3.3777981818181817,0.031919102852467754,0.8332045454545454,3.0667954545454545,0.08100765274789541,0.005714285714285713,3.894285714285714,0.07267233236866538,0.04333333333333335,3.8566666666666665,0.0882950524027523,0.10476190476190479,3.795238095238095,0.12201849779144722,0.9004761904761904,2.9995238095238097,0.6552894900837483,1.9752380952380955,1.9247619047619045,0.8185374824986037,2.8271428571428574,1.0728571428571425,0.721260067499423,3.182380952380953,0.7176190476190469,0.6676106477272844,34825519831.2788,-0.5293944514892573,11784187253.6333,0.7300229069503474,90.24550000965358,0.5905999374336017,2.1,0.26712306021435644,2.8,0.29187999122436364
24,SALEM,2012-01,3.58,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.4343523809523813,0.05958662783351882,0.2014238095238095,3.3785761904761906,0.05905122032868824,0.28289523809523814,3.297104761904762,0.05939369175108205,0.41424761904761903,3.165752380952381,0.05412018919704202,0.5659000000000001,3.0141,0.04103644513311861,0.7969761904761906,2.7830238095238093,0.031919102852467754,1.1145476190476191,2.4654523809523807,0.08100765274789541,0.0245,3.5555,0.07267233236866538,0.06550000000000003,3.5145,0.0882950524027523,0.11500000000000003,3.465,0.12201849779144722,0.835,2.745,0.6552894900837483,1.9664999999999995,1.6135000000000006,0.8185374824986037,2.6950000000000003,0.8849999999999998,0.721260067499423,3.026,0.5540000000000003,0.6676106477272844,35767585536.868996,-0.5293944514892573,11251067892.2966,0.7300229069503474,91.3646878868074,0.5905999374336017,4.2,0.26712306021435644,3.4,0.29187999122436364
25,SALEM,2012-01,3.58,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.4343523809523813,0.05958662783351882,0.2014238095238095,3.3785761904761906,0.05905122032868824,0.28289523809523814,3.297104761904762,0.05939369175108205,0.41424761904761903,3.165752380952381,0.05412018919704202,0.5659000000000001,3.0141,0.04103644513311861,0.7969761904761906,2.7830238095238093,0.031919102852467754,1.1145476190476191,2.4654523809523807,0.08100765274789541,0.0245,3.5555,0.07267233236866538,0.06550000000000003,3.5145,0.0882950524027523,0.11500000000000003,3.465,0.12201849779144722,0.835,2.745,0.6552894900837483,1.9664999999999995,1.6135000000000006,0.8185374824986037,2.6950000000000003,0.8849999999999998,0.721260067499423,3.026,0.5540000000000003,0.6676106477272844,35767585536.868996,-0.5293944514892573,11251067892.2966,0.7300229069503474,91.3646878868074,0.5905999374336017,4.2,0.26712306021435644,3.6,0.29187999122436364
26,SALEM,2012-01,3.58,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.4343523809523813,0.05958662783351882,0.2014238095238095,3.3785761904761906,0.05905122032868824,0.28289523809523814,3.297104761904762,0.05939369175108205,0.41424761904761903,3.165752380952381,0.05412018919704202,0.5659000000000001,3.0141,0.04103644513311861,0.7969761904761906,2.7830238095238093,0.031919102852467754,1.1145476190476191,2.4654523809523807,0.08100765274789541,0.0245,3.5555,0.07267233236866538,0.06550000000000003,3.5145,0.0882950524027523,0.11500000000000003,3.465,0.12201849779144722,0.835,2.745,0.6552894900837483,1.9664999999999995,1.6135000000000006,0.8185374824986037,2.6950000000000003,0.8849999999999998,0.721260067499423,3.026,0.5540000000000003,0.6676106477272844,35767585536.868996,-0.5293944514892573,11251067892.2966,0.7300229069503474,91.3646878868074,0.5905999374336017,4.2,0.26712306021435644,3.3,0.29187999122436364
27,SALEM,2012-01,3.58,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.4343523809523813,0.05958662783351882,0.2014238095238095,3.3785761904761906,0.05905122032868824,0.28289523809523814,3.297104761904762,0.05939369175108205,0.41424761904761903,3.165752380952381,0.05412018919704202,0.5659000000000001,3.0141,0.04103644513311861,0.7969761904761906,2.7830238095238093,0.031919102852467754,1.1145476190476191,2.4654523809523807,0.08100765274789541,0.0245,3.5555,0.07267233236866538,0.06550000000000003,3.5145,0.0882950524027523,0.11500000000000003,3.465,0.12201849779144722,0.835,2.745,0.6552894900837483,1.9664999999999995,1.6135000000000006,0.8185374824986037,2.6950000000000003,0.8849999999999998,0.721260067499423,3.026,0.5540000000000003,0.6676106477272844,35767585536.868996,-0.5293944514892573,11251067892.2966,0.7300229069503474,91.3646878868074,0.5905999374336017,4.2,0.26712306021435644,3.3,0.29187999122436364
28,SALEM,2012-01,3.58,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.4343523809523813,0.05958662783351882,0.2014238095238095,3.3785761904761906,0.05905122032868824,0.28289523809523814,3.297104761904762,0.05939369175108205,0.41424761904761903,3.165752380952381,0.05412018919704202,0.5659000000000001,3.0141,0.04103644513311861,0.7969761904761906,2.7830238095238093,0.031919102852467754,1.1145476190476191,2.4654523809523807,0.08100765274789541,0.0245,3.5555,0.07267233236866538,0.06550000000000003,3.5145,0.0882950524027523,0.11500000000000003,3.465,0.12201849779144722,0.835,2.745,0.6552894900837483,1.9664999999999995,1.6135000000000006,0.8185374824986037,2.6950000000000003,0.8849999999999998,0.721260067499423,3.026,0.5540000000000003,0.6676106477272844,35767585536.868996,-0.5293944514892573,11251067892.2966,0.7300229069503474,91.3646878868074,0.5905999374336017,2.2,0.26712306021435644,3.4,0.29187999122436364
29,SALEM,2012-01,3.58,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.4343523809523813,0.05958662783351882,0.2014238095238095,3.3785761904761906,0.05905122032868824,0.28289523809523814,3.297104761904762,0.05939369175108205,0.41424761904761903,3.165752380952381,0.05412018919704202,0.5659000000000001,3.0141,0.04103644513311861,0.7969761904761906,2.7830238095238093,0.031919102852467754,1.1145476190476191,2.4654523809523807,0.08100765274789541,0.0245,3.5555,0.07267233236866538,0.06550000000000003,3.5145,0.0882950524027523,0.11500000000000003,3.465,0.12201849779144722,0.835,2.745,0.6552894900837483,1.9664999999999995,1.6135000000000006,0.8185374824986037,2.6950000000000003,0.8849999999999998,0.721260067499423,3.026,0.5540000000000003,0.6676106477272844,35767585536.868996,-0.5293944514892573,11251067892.2966,0.7300229069503474,91.3646878868074,0.5905999374336017,2.2,0.26712306021435644,3.6,0.29187999122436364
30,SALEM,2012-01,3.58,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.4343523809523813,0.05958662783351882,0.2014238095238095,3.3785761904761906,0.05905122032868824,0.28289523809523814,3.297104761904762,0.05939369175108205,0.41424761904761903,3.165752380952381,0.05412018919704202,0.5659000000000001,3.0141,0.04103644513311861,0.7969761904761906,2.7830238095238093,0.031919102852467754,1.1145476190476191,2.4654523809523807,0.08100765274789541,0.0245,3.5555,0.07267233236866538,0.06550000000000003,3.5145,0.0882950524027523,0.11500000000000003,3.465,0.12201849779144722,0.835,2.745,0.6552894900837483,1.9664999999999995,1.6135000000000006,0.8185374824986037,2.6950000000000003,0.8849999999999998,0.721260067499423,3.026,0.5540000000000003,0.6676106477272844,35767585536.868996,-0.5293944514892573,11251067892.2966,0.7300229069503474,91.3646878868074,0.5905999374336017,2.2,0.26712306021435644,3.3,0.29187999122436364
31,SALEM,2012-01,3.58,Improvements_Additions for Apartments_Coops,0.14564761904761903,3.4343523809523813,0.05958662783351882,0.2014238095238095,3.3785761904761906,0.05905122032868824,0.28289523809523814,3.297104761904762,0.05939369175108205,0.41424761904761903,3.165752380952381,0.05412018919704202,0.5659000000000001,3.0141,0.04103644513311861,0.7969761904761906,2.7830238095238093,0.031919102852467754,1.1145476190476191,2.4654523809523807,0.08100765274789541,0.0245,3.5555,0.07267233236866538,0.06550000000000003,3.5145,0.0882950524027523,0.11500000000000003,3.465,0.12201849779144722,0.835,2.745,0.6552894900837483,1.9664999999999995,1.6135000000000006,0.8185374824986037,2.6950000000000003,0.8849999999999998,0.721260067499423,3.026,0.5540000000000003,0.6676106477272844,35767585536.868996,-0.5293944514892573,11251067892.2966,0.7300229069503474,91.3646878868074,0.5905999374336017,2.2,0.26712306021435644,3.3,0.29187999122436364
32,SALEM,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.05958662783351882,0.17955217391304346,2.5704478260869568,0.05905122032868824,0.21346521739130433,2.5365347826086957,0.05939369175108205,0.2717391304347827,2.4782608695652173,0.05412018919704202,0.3304891304347827,2.4195108695652174,0.04103644513311861,0.5823021739130435,2.1676978260869566,0.031919102852467754,0.9185760869565219,1.8314239130434782,0.08100765274789541,0.10952380952380951,2.6404761904761904,0.07267233236866538,0.14904761904761904,2.600952380952381,0.0882950524027523,0.17952380952380956,2.5704761904761906,0.12201849779144722,0.7085714285714285,2.0414285714285714,0.6552894900837483,1.7461904761904758,1.0038095238095242,0.8185374824986037,2.505714285714286,0.24428571428571422,0.721260067499423,2.90047619047619,-0.1504761904761902,0.6676106477272844,38808856509.5085,-0.5293944514892573,11337096053.4966,0.7300229069503474,89.02745876405929,0.5905999374336017,4.2,0.26712306021435644,3.2,0.29187999122436364
33,SALEM,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.05958662783351882,0.17955217391304346,2.5704478260869568,0.05905122032868824,0.21346521739130433,2.5365347826086957,0.05939369175108205,0.2717391304347827,2.4782608695652173,0.05412018919704202,0.3304891304347827,2.4195108695652174,0.04103644513311861,0.5823021739130435,2.1676978260869566,0.031919102852467754,0.9185760869565219,1.8314239130434782,0.08100765274789541,0.10952380952380951,2.6404761904761904,0.07267233236866538,0.14904761904761904,2.600952380952381,0.0882950524027523,0.17952380952380956,2.5704761904761906,0.12201849779144722,0.7085714285714285,2.0414285714285714,0.6552894900837483,1.7461904761904758,1.0038095238095242,0.8185374824986037,2.505714285714286,0.24428571428571422,0.721260067499423,2.90047619047619,-0.1504761904761902,0.6676106477272844,38808856509.5085,-0.5293944514892573,11337096053.4966,0.7300229069503474,89.02745876405929,0.5905999374336017,4.2,0.26712306021435644,3.2,0.29187999122436364
34,SALEM,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.05958662783351882,0.17955217391304346,2.5704478260869568,0.05905122032868824,0.21346521739130433,2.5365347826086957,0.05939369175108205,0.2717391304347827,2.4782608695652173,0.05412018919704202,0.3304891304347827,2.4195108695652174,0.04103644513311861,0.5823021739130435,2.1676978260869566,0.031919102852467754,0.9185760869565219,1.8314239130434782,0.08100765274789541,0.10952380952380951,2.6404761904761904,0.07267233236866538,0.14904761904761904,2.600952380952381,0.0882950524027523,0.17952380952380956,2.5704761904761906,0.12201849779144722,0.7085714285714285,2.0414285714285714,0.6552894900837483,1.7461904761904758,1.0038095238095242,0.8185374824986037,2.505714285714286,0.24428571428571422,0.721260067499423,2.90047619047619,-0.1504761904761902,0.6676106477272844,38808856509.5085,-0.5293944514892573,11337096053.4966,0.7300229069503474,89.02745876405929,0.5905999374336017,4.2,0.26712306021435644,3.5,0.29187999122436364
35,SALEM,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.05958662783351882,0.17955217391304346,2.5704478260869568,0.05905122032868824,0.21346521739130433,2.5365347826086957,0.05939369175108205,0.2717391304347827,2.4782608695652173,0.05412018919704202,0.3304891304347827,2.4195108695652174,0.04103644513311861,0.5823021739130435,2.1676978260869566,0.031919102852467754,0.9185760869565219,1.8314239130434782,0.08100765274789541,0.10952380952380951,2.6404761904761904,0.07267233236866538,0.14904761904761904,2.600952380952381,0.0882950524027523,0.17952380952380956,2.5704761904761906,0.12201849779144722,0.7085714285714285,2.0414285714285714,0.6552894900837483,1.7461904761904758,1.0038095238095242,0.8185374824986037,2.505714285714286,0.24428571428571422,0.721260067499423,2.90047619047619,-0.1504761904761902,0.6676106477272844,38808856509.5085,-0.5293944514892573,11337096053.4966,0.7300229069503474,89.02745876405929,0.5905999374336017,4.2,0.26712306021435644,3.5,0.29187999122436364
36,SALEM,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.05958662783351882,0.17955217391304346,2.5704478260869568,0.05905122032868824,0.21346521739130433,2.5365347826086957,0.05939369175108205,0.2717391304347827,2.4782608695652173,0.05412018919704202,0.3304891304347827,2.4195108695652174,0.04103644513311861,0.5823021739130435,2.1676978260869566,0.031919102852467754,0.9185760869565219,1.8314239130434782,0.08100765274789541,0.10952380952380951,2.6404761904761904,0.07267233236866538,0.14904761904761904,2.600952380952381,0.0882950524027523,0.17952380952380956,2.5704761904761906,0.12201849779144722,0.7085714285714285,2.0414285714285714,0.6552894900837483,1.7461904761904758,1.0038095238095242,0.8185374824986037,2.505714285714286,0.24428571428571422,0.721260067499423,2.90047619047619,-0.1504761904761902,0.6676106477272844,38808856509.5085,-0.5293944514892573,11337096053.4966,0.7300229069503474,89.02745876405929,0.5905999374336017,2.2,0.26712306021435644,3.2,0.29187999122436364
37,SALEM,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.05958662783351882,0.17955217391304346,2.5704478260869568,0.05905122032868824,0.21346521739130433,2.5365347826086957,0.05939369175108205,0.2717391304347827,2.4782608695652173,0.05412018919704202,0.3304891304347827,2.4195108695652174,0.04103644513311861,0.5823021739130435,2.1676978260869566,0.031919102852467754,0.9185760869565219,1.8314239130434782,0.08100765274789541,0.10952380952380951,2.6404761904761904,0.07267233236866538,0.14904761904761904,2.600952380952381,0.0882950524027523,0.17952380952380956,2.5704761904761906,0.12201849779144722,0.7085714285714285,2.0414285714285714,0.6552894900837483,1.7461904761904758,1.0038095238095242,0.8185374824986037,2.505714285714286,0.24428571428571422,0.721260067499423,2.90047619047619,-0.1504761904761902,0.6676106477272844,38808856509.5085,-0.5293944514892573,11337096053.4966,0.7300229069503474,89.02745876405929,0.5905999374336017,2.2,0.26712306021435644,3.2,0.29187999122436364
38,SALEM,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.05958662783351882,0.17955217391304346,2.5704478260869568,0.05905122032868824,0.21346521739130433,2.5365347826086957,0.05939369175108205,0.2717391304347827,2.4782608695652173,0.05412018919704202,0.3304891304347827,2.4195108695652174,0.04103644513311861,0.5823021739130435,2.1676978260869566,0.031919102852467754,0.9185760869565219,1.8314239130434782,0.08100765274789541,0.10952380952380951,2.6404761904761904,0.07267233236866538,0.14904761904761904,2.600952380952381,0.0882950524027523,0.17952380952380956,2.5704761904761906,0.12201849779144722,0.7085714285714285,2.0414285714285714,0.6552894900837483,1.7461904761904758,1.0038095238095242,0.8185374824986037,2.505714285714286,0.24428571428571422,0.721260067499423,2.90047619047619,-0.1504761904761902,0.6676106477272844,38808856509.5085,-0.5293944514892573,11337096053.4966,0.7300229069503474,89.02745876405929,0.5905999374336017,2.2,0.26712306021435644,3.5,0.29187999122436364
39,SALEM,2012-10,2.75,Improvements_Additions for Apartments_Coops,0.15320434782608702,2.596795652173913,0.05958662783351882,0.17955217391304346,2.5704478260869568,0.05905122032868824,0.21346521739130433,2.5365347826086957,0.05939369175108205,0.2717391304347827,2.4782608695652173,0.05412018919704202,0.3304891304347827,2.4195108695652174,0.04103644513311861,0.5823021739130435,2.1676978260869566,0.031919102852467754,0.9185760869565219,1.8314239130434782,0.08100765274789541,0.10952380952380951,2.6404761904761904,0.07267233236866538,0.14904761904761904,2.600952380952381,0.0882950524027523,0.17952380952380956,2.5704761904761906,0.12201849779144722,0.7085714285714285,2.0414285714285714,0.6552894900837483,1.7461904761904758,1.0038095238095242,0.8185374824986037,2.505714285714286,0.24428571428571422,0.721260067499423,2.90047619047619,-0.1504761904761902,0.6676106477272844,38808856509.5085,-0.5293944514892573,11337096053.4966,0.7300229069503474,89.02745876405929,0.5905999374336017,2.2,0.26712306021435644,3.5,0.29187999122436364
40,SALEM,2014-02,4.09,Improvements_Additions for Apartments_Coops,0.08627,4.00373,0.05958662783351882,0.11939250000000004,3.9706075,0.05905122032868824,0.155105,3.934895,0.05939369175108205,0.19663749999999997,3.8933625,0.05412018919704202,0.23520249999999998,3.8547975,0.04103644513311861,0.3308,3.7592,0.031919102852467754,0.554605,3.535395,0.08100765274789541,0.046842105263157914,4.043157894736842,0.07267233236866538,0.08105263157894738,4.008947368421053,0.0882950524027523,0.11684210526315793,3.973157894736842,0.12201849779144722,1.5157894736842106,2.574210526315789,0.6552894900837483,2.7094736842105265,1.3805263157894734,0.8185374824986037,3.3847368421052626,0.7052631578947373,0.721260067499423,3.6626315789473685,0.4273684210526314,0.6676106477272844,44109559396.2995,-0.5293944514892573,11032404366.8063,0.7300229069503474,88.4263020205016,0.5905999374336017,3.4,0.26712306021435644,2.3,0.29187999122436364
41,SALEM,2014-02,4.09,Improvements_Additions for Apartments_Coops,0.08627,4.00373,0.05958662783351882,0.11939250000000004,3.9706075,0.05905122032868824,0.155105,3.934895,0.05939369175108205,0.19663749999999997,3.8933625,0.05412018919704202,0.23520249999999998,3.8547975,0.04103644513311861,0.3308,3.7592,0.031919102852467754,0.554605,3.535395,0.08100765274789541,0.046842105263157914,4.043157894736842,0.07267233236866538,0.08105263157894738,4.008947368421053,0.0882950524027523,0.11684210526315793,3.973157894736842,0.12201849779144722,1.5157894736842106,2.574210526315789,0.6552894900837483,2.7094736842105265,1.3805263157894734,0.8185374824986037,3.3847368421052626,0.7052631578947373,0.721260067499423,3.6626315789473685,0.4273684210526314,0.6676106477272844,44109559396.2995,-0.5293944514892573,11032404366.8063,0.7300229069503474,88.4263020205016,0.5905999374336017,3.4,0.26712306021435644,2.5,0.29187999122436364
